glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref,glytoucan_id,predicted_taxonomy,glycan_type,immunogenicity,disease_association,disease_id,disease_sample,disease_direction,disease_ref,disease_species,tissue_sample,tissue_id,tissue_ref,tissue_species,Composition,readable
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal,"['Haemophilus_influenzae', 'Mus_musculus', 'Homo_sapiens']","['Haemophilus', 'Mus', 'Homo']","['Pasteurellaceae', 'Muridae', 'Hominidae']","['Pasteurellales', 'Rodentia', 'Primates']","['Gammaproteobacteria', 'Mammalia', 'Mammalia']","['Proteobacteria', 'Chordata', 'Chordata']","['Bacteria', 'Animalia', 'Animalia']","['Bacteria', 'Eukarya', 'Eukarya']","['', '', '']",G88675ZE,,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 2, 'HexNAc': 1}",True
Fuc(a1-2)[Gal(b1-3)]Gal(b1-3)[Neu5Ac(a2-6)]GalNAc,['Bufotes_viridis'],['Bufotes'],['Bufonidae'],['Anura'],['Amphibia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/11814443/'],G78791QP,,O,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 1, 'Hex': 2, 'Neu5Ac': 1, 'HexNAc': 1}",True
GlcNAc(b1-2)Man6Me(a1-6)Glc,[],[],[],[],[],[],[],[],[],G79372CR,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 1, 'Hex': 2, 'Me': 1}",True
Neu5Ac(a2-998)Gal(a1-999)[D-Fuc(a1-999)]GlcNAc(a1-999)[Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)[Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)[Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)]Man(b1-4)GlcNAc(a1-999)[D-Fuc(a1-999)]GlcNAc,[],[],[],[],[],[],[],[],[],G21934UY,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 4, 'Hex': 7, 'dHex': 2, 'HexNAc': 6}",True
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-4)[Fuc(a1-6)]Gal,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G15351FP,,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 3, 'HexNAc': 2, 'Hex': 2}",True
Man(b1-1)Ery-ol,['Pseudozyma_tsukubaensis'],['Pseudozyma'],['Ustilaginaceae'],['Ustilaginales'],['Ustilaginomycetes'],['Basidiomycota'],['Fungi'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/22341919/'],,,free,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5Gc(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)[Neu5Ac(a2-8)Neu5Gc(a2-3)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc,[],[],[],[],[],[],[],[],[],G99774MU,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Gc': 2, 'Neu5Ac': 3, 'Hex': 3, 'HexNAc': 1}",True
Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)][Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G41373WD,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 10, 'HexNAc': 7, 'Neu5Ac': 1}",True
GalNAc(a1-4)Gal(b1-4)Glc,['Escherichia_coli'],['Escherichia'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/23768952/'],G89090WX,,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 1, 'Hex': 2}",True
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-998)[Gal(b1-4)GlcNAc(b1-998)]Man(a1-998)[GlcNAc(b1-2)Man(a1-998)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=175'],,,N,,[],[],[],[],[],[],"['pancreas', 'K562_cell_line']","['UBERON:0001264', 'cellosaurus:CVCL_6217']","['http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=175', 'http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=227']","['Homo_sapiens', 'Homo_sapiens']","{'dHex': 2, 'Hex': 5, 'HexNAc': 6}",True
Man6P(a1-999)GlcA(a1-999)Gal,[],[],[],[],[],[],[],[],[],G01441PU,Plantae,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'HexA': 1, 'P': 1}",True
Neu5Ac(a2-998)Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)[Neu5Ac(a2-998)Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)]Man(a1-999)[Neu5Ac(a2-998)Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)[GalNAc(a1-999)GlcNAc(b1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G05258ZC,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 3, 'Hex': 6, 'dHex': 4, 'HexNAc': 7}",True
Rib(a1-999)Rha(a1-999)L-Xyl,[],[],[],[],[],[],[],[],[],G81348IO,Plantae,,,[],[],[],[],[],[],[],[],[],[],"{'Pen': 2, 'dHex': 1}",True
Gal(b1-998)GlcNAc(b1-998)Gal(b1-998)GlcNAc(b1-2)Man(a1-3)[Gal(b1-998)GlcNAc(b1-998)Gal(b1-998)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Trypanosoma_cruzi'],['Trypanosoma'],['Trypanosomatidae'],['Trypanosomatida'],['Kinetoplastida'],['Euglenozoa'],['Excavata'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/16045752/'],,,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 7, 'HexNAc': 6}",True
Fuc(a1-3)GalNAc(b1-3)Gal(b1-3)GalNAc(b1-4)[Neu4Ac5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,['Oncorhynchus_keta'],['Oncorhynchus'],['Salmonidae'],['Salmoniformes'],['Actinopterygii'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/17006641/'],,,lipid,,[],[],[],[],[],[],['kidney'],['UBERON:0002113'],['https://pubmed.ncbi.nlm.nih.gov/17006641/'],['Oncorhynchus_keta'],"{'dHex': 1, 'HexNAc': 2, 'Hex': 3, 'Neu5Ac': 2, 'Ac': 1}",True
Gal(b1-4)GlcNAc6S(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G91754NA,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'HexNAc': 5, 'S': 1}",True
Neu5Ac(a2-998)Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)[Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)[Neu5Ac(a2-998)Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)[Neu5Gc(a2-998)Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)]Man(a1-999)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G10900KO,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 3, 'Hex': 8, 'dHex': 4, 'HexNAc': 8, 'Neu5Gc': 1}",True
GalNAc4Pyr(a1-4)GalA(a1-3)Rha2Ac(a1-3)GlcNAc(b1-3)GalNAc,['Proteus_sp'],['Proteus'],['Morganellaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/28817637/'],,,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 3, 'HexA': 1, 'dHex': 1, 'P': 1, 'Ac': 1}",True
Fuc(a1-998)[Gal(b1-998)]GlcNAc(b1-2)Man(a1-998)[Gal(b1-998)GlcNAc(b1-2)Man(a1-998)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G17322KJ,,N,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 1, 'Hex': 5, 'HexNAc': 4}",True
Man6Ac(a1-3)Man(a1-3)Man6Ac,['Phallus_indusiata'],['Phallus'],['Phallaceae'],['Phallales'],['Agaricomycetes'],['Basidiomycota'],['Fungi'],['Eukarya'],['https://www.sciencedirect.com/science/article/pii/S2212619817300189'],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'Ac': 2}",True
D-Rha(a1-999)D-Rha(a1-999)GalNAc,[],[],[],[],[],[],[],[],[],G28957CD,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 2, 'HexNAc': 1}",True
Neu5Ac(a2-998)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G21241VN,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 4, 'dHex': 2, 'HexNAc': 4}",True
GalNAc(a1-4)GalNAc(a1-3)GlcNAc,[],[],[],[],[],[],[],[],[],G53174YO,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{'HexNAc': 3},True
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(a1-999)GlcNAc-ol,[],[],[],[],[],[],[],[],[],G13751GY,Fungi,free,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 9, 'HexNAc': 1}",True
Neu5Ac(a2-3)Gal(b1-6)[Gal(b1-4)]GlcNAc,['Trypanosoma_cruzi'],['Trypanosoma'],['Trypanosomatidae'],['Trypanosomatida'],['Kinetoplastida'],['Euglenozoa'],['Excavata'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/11181561/'],G49386TY,,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 2, 'HexNAc': 1}",True
6dTal(a1-3)6dTal(a1-2)6dTal(a1-3)L-Tal,[],[],[],[],[],[],[],[],[],G92182EH,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{},True
Fuc(a1-4)[Fuc(a1-5)]Kdn(a2-3)Gal(b1-3)[Fuc(a1-4)[Fuc(a1-5)]Kdn(a2-6)]GlcNAc-ol,[],[],[],[],[],[],[],[],[],G71389BA,Animalia,free,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 4, 'Kdn': 2, 'Hex': 1, 'HexNAc': 1}",True
"GlcA(a1-2)1,5-Anhydro-Xyl-ol",[],[],[],[],[],[],[],[],[],G72013TK,Fungi,free,,[],[],[],[],[],[],[],[],[],[],"{'HexA': 1, 'Pen': 1}",True
Gal(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[Gal(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)]GalNAc,[],[],[],[],[],[],[],[],[],G27003TP,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'HexNAc': 4, 'dHex': 2}",True
Pse5Ac7Fo(a2-3)Xyl(b1-3)D-FucNAc,['Pseudomonas_aeruginosa'],['Pseudomonas'],['Pseudomonadaceae'],['Pseudomonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],G43220JI,,,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5Ac(a2-998)Gal(a1-999)GlcNAc6S(a1-999)Gal,[],[],[],[],[],[],[],[],[],G95242YF,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 2, 'HexNAc': 1, 'S': 1}",True
Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)GlcNAc,['Escherichia_coli'],['Escherichia'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/25422321/'],G64402PV,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'HexNAc': 1}",True
Man(a1-3)[GlcNAc(a1-999)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G93460NV,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'HexNAc': 3}",True
Fruf(b2-1)[Glc(b1-4)]Glc,[],[],[],[],[],[],[],[],[],G12810IB,Plantae,,,[],[],[],[],[],[],[],[],[],[],{},True
GlcN(b1-4)GlcNAc(b1-4)[Fuc2Me(a1-6)]GlcNAc3S,[],[],[],[],[],[],[],[],[],G69320ED,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'HexN': 1, 'HexNAc': 2, 'dHex': 1, 'Me': 1, 'S': 1}",True
L-QuiNAc(a1-3)[L-QuiNAc4P(a1-3)GlcNAc(a1-4)]GalNAc(a1-4)Gal,[],[],[],[],[],[],[],[],[],G43162DT,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{},True
Xyl(a1-999)L-Gal(a1-999)Ara,['Eichhornia_crassipes'],['Eichhornia'],['Pontederiaceae'],['Commelinales'],['Monocotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],G72356GY,,,,[],[],[],[],[],[],[],[],[],[],"{'Pen': 2, 'Hex': 1}",True
Araf(a1-3)Gal(b1-4)Neu5Ac(a2-6)Galf(b1-3)[Araf(a1-4)]Gal(b1-4)Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,['Asterina_pectinifera'],['Asterina'],['Asterinidae'],['Valvatida'],['Asteroidea'],['Echinodermata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/16508178/'],,,lipid,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5Ac(a2-998)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Neu5Ac(a2-998)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/35183770/'],,,N,,[],[],[],[],[],[],['sperm'],['CL:0000019'],['https://pubmed.ncbi.nlm.nih.gov/35183770/'],['Homo_sapiens'],"{'Neu5Ac': 2, 'Hex': 5, 'HexNAc': 4}",True
Gal(b1-4)GlcNAc(b1-3)Gal-ol,[],[],[],[],[],[],[],[],[],G79364BI,Bacteria,free,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'HexNAc': 1}",True
GlcNAc(a1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc1N,[],[],[],[],[],[],[],[],[],G67749QN,Plantae,,,[],[],[],[],[],[],[],[],[],[],{'HexNAc': 4},True
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,[],[],[],[],[],[],[],[],[],G95676DI,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'HexNAc': 2}",True
GlcNAmA(b1-3)QuiNAc(b1-3)GlcNAmA(b1-3)QuiNAc(b1-2)DDManHep(a1-2)DDManHep(a1-3)DDManHep(a1-5)Kdo,['Taylorella_asinigenitalis'],['Taylorella'],['Alcaligenaceae'],['Burkholderiales'],['Betaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Kdn(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Kdn(a2-3)Gal(b1-4)GlcNAc(b1-2)[Kdn(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,[],[],[],[],[],[],[],[],[],G20978MO,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Kdn': 3, 'HexNAc': 6, 'Hex': 5, 'dHex': 1}",True
Glc3Me(b1-2)Araf,[],[],[],[],[],[],[],[],[],G70699DH,Plantae,,,[],[],[],[],[],[],[],[],[],[],{},True
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,[],[],[],[],[],[],[],[],[],G87067LQ,Animalia,lipid,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 7, 'dHex': 2, 'HexNAc': 3}",True
GlcA(a1-999)GlcNAc(a1-999)GlcA(a1-999)GlcNAc(a1-999)GlcA(a1-999)GlcNAc(a1-999)GlcA(a1-999)GlcNAc(a1-999)GlcA(a1-999)GlcNAc(a1-999)GlcA(a1-999)GlcNAc(a1-999)GlcA(a1-999)GlcNAc(a1-999)GlcA(a1-999)GlcNAc,[],[],[],[],[],[],[],[],[],G22671QQ,Fungi,,,[],[],[],[],[],[],[],[],[],[],"{'HexA': 8, 'HexNAc': 8}",True
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)]Gal(b1-4)Glc-ol,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/36278935/'],,,free,,[],[],[],[],[],[],['milk'],['UBERON:0001913'],['https://pubmed.ncbi.nlm.nih.gov/36278935/'],['Homo_sapiens'],"{'Hex': 5, 'HexNAc': 3, 'Neu5Ac': 2}",True
Gal(a1-999)GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)[Gal6S(a1-999)]GalNAc,[],[],[],[],[],[],[],[],[],G74307VA,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'HexNAc': 3, 'S': 1}",True
Man4Ac(a1-3)[Man4Ac(a1-6)]Man2Ac(a1-6)Man3Ac,[],[],[],[],[],[],[],[],[],G01147DC,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'Ac': 4}",True
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Glc-ol,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://academic.oup.com/glycob/article/31/4/391/5943024'],,,free,,"['pancreatic_cancer', 'cholangiocarcinoma']","['DOID:1793', 'DOID:4947']","['urine', 'urine']","['up', 'up']","['https://academic.oup.com/glycob/article/31/4/391/5943024', 'https://academic.oup.com/glycob/article/31/4/391/5943024']","['Homo_sapiens', 'Homo_sapiens']",['urine'],['UBERON:0001088'],['https://academic.oup.com/glycob/article/31/4/391/5943024'],['Homo_sapiens'],"{'Neu5Ac': 1, 'Hex': 3, 'HexNAc': 1}",True
Neu5Ac(a2-998)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Neu5Ac(a2-998)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G30378BQ,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 2, 'Hex': 8, 'dHex': 5, 'HexNAc': 8}",True
Glc(b1-2)[Rha(a1-2)Rha(a1-2)Glc(b1-4)]GlcA6Me,['Primula_vulgaris'],['Primula'],['Primulaceae'],['Ericales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],G46118PW,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'dHex': 2, 'HexA': 1, 'Me': 1}",True
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)GalNAc,[],[],[],[],[],[],[],[],[],G53266MQ,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 1, 'dHex': 1, 'HexNAc': 2}",True
Man(a1-999)Man(a1-999)Man(a1-998)[Man(a1-998)]Man(a1-999)[Man(a1-998)[Man(a1-998)]Man(a1-998)]Man(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G62725GX,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 9, 'HexNAc': 1}",True
GlcA(a1-999)GlcN2S3S6S(a1-999)IdoA2S(a1-999)GlcN2S6S,[],[],[],[],[],[],[],[],[],G59650RQ,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'HexA': 2, 'HexN': 2, 'S': 6}",True
Man(a1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man,[],[],[],[],[],[],[],[],[],G04302CX,Fungi,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 5},True
Neu4Ac5Gc(a2-3)Gal6Ac(b1-4)Glc1Cer,['Equus_caballus'],['Equus'],['Equidae'],['Perissodactyla'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/9090814/'],,,lipid,,[],[],[],[],[],[],['erythrocyte'],['CL:0000232'],['https://pubmed.ncbi.nlm.nih.gov/9090814/'],['Equus_caballus'],"{'Neu5Gc': 1, 'Hex': 2, 'Ac': 2}",True
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-2)[GalNAc(a1-3)]Gal(a1-999)GlcNAc(b1-6)]GalNAc,[],[],[],[],[],[],[],[],[],G09921KZ,Animalia,O,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 4, 'dHex': 2, 'Hex': 2}",True
Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc1N,[],[],[],[],[],[],[],[],[],G24435SC,Plantae,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'HexNAc': 2}",True
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G97267JL,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Gc': 1, 'Hex': 4, 'HexNAc': 3}",True
GalNAc(a1-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Crassostrea_virginica'],['Crassostrea'],['Ostreidae'],['Ostreida'],['Bivalvia'],['Mollusca'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/23824194/'],,,N,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 4, 'Hex': 4}",True
Rha4Me(a1-999)Rha3Me(a1-999)[Xyl(a1-999)]Rha(a1-999)Glc(a1-999)Glc(a1-999)Rha(a1-999)[Glc(a1-999)]Glc6Me,[],[],[],[],[],[],[],[],[],G37121GI,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 4, 'Pen': 1, 'Hex': 4, 'Me': 3}",True
Kdo(a2-3)GalOAc(b1-4)Gal(a1-3)Gal(b1-5)Kdo,['Burkholderia_cepacia'],['Burkholderia'],['Burkholderiaceae'],['Burkholderiales'],['Betaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5Ac(a2-3)GalOS(b1-3)GalNAc,[],[],[],[],[],[],[],[],[],G36856ZX,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 1, 'HexNAc': 1, 'S': 1}",True
L-Xyl(a1-999)Rha3Me(a1-999)Gal(a1-999)Glc(a1-999)[Glc(a1-999)]Glc,[],[],[],[],[],[],[],[],[],G99295WI,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'Pen': 1, 'dHex': 1, 'Hex': 4, 'Me': 1}",True
GlcA(a1-999)GlcNAc(a1-999)GlcA(a1-999)GlcNAc-ol,[],[],[],[],[],[],[],[],[],G59901EE,Animalia,free,,[],[],[],[],[],[],[],[],[],[],"{'HexA': 2, 'HexNAc': 2}",True
Neu5Ac(a2-998)Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)[Fuc(a1-998)[Gal(b1-998)]GlcNAc(a1-999)]Man(a1-999)[Fuc(a1-998)[Gal(b1-998)]GlcNAc(a1-999)[Fuc(a1-998)[Gal(b1-998)]GlcNAc(a1-999)]Man(a1-999)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G07153NQ,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 8, 'dHex': 5, 'HexNAc': 7}",True
D-Araf(b1-2)D-Araf(b1-3)[D-Araf(b1-2)D-Araf(b1-5)]D-Araf,['Mycolicibacterium_fallax'],['Mycolicibacterium'],['Mycobacteriaceae'],['Actinomycetales'],['Actinobacteria'],['Actinobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
D-Fuc(a1-999)Gal(a1-999)[D-Fuc(a1-999)]Gal(a1-999)[GlcNAc(a1-999)[D-Fuc(a1-999)]GlcNAc(a1-999)]GalNAc,[],[],[],[],[],[],[],[],[],G52650AU,Animalia,O,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 3, 'Hex': 2, 'HexNAc': 3}",True
Kdo1Me(a1-999)D-Araf(a1-999)GlcN4P,[],[],[],[],[],[],[],[],[],G64420VH,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5Ac(a2-3)[Gal(b1-4)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)[Gal(b1-4)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Danio_rerio'],['Danio'],['Cyprinidae'],['Cypriniformes'],['Actinopterygii'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/36509839/'],,,N,,[],[],[],[],[],[],['heart'],['UBERON:0000948'],['https://pubmed.ncbi.nlm.nih.gov/36509839/'],['Danio_rerio'],"{'Neu5Ac': 2, 'Hex': 7, 'dHex': 1, 'HexNAc': 4}",True
